Card Name,Type,Mana Cost,Color Identity,Powep,Toughness,Abilities/Effects,Rarity,Set/Edition,Scryfall ID
Adventure Awaits,Sorcery,{1}{G},['G'],,,"Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, draw a card.",common,znr,db50f988-da46-4b9b-9cc5-78497df2df8b
Aim High,Instant,{1}{G},['G'],,,Untap target creature. It gets +2/+2 and gains reach until end of turn. (It can block creatures with flying.),uncommon,bbd,f7eda02d-ef3e-43e9-a557-8760221ee49a
Ainok Artillerist,Creature — Dog Archer,{2}{G},['G'],4,1,Ainok Artillerist has reach as long as it has a +1/+1 counter on it. (It can block creatures with flying.),common,dtk,3a4c8964-06e4-4a24-9a7e-9cac0fb8518e
Alpine Grizzly,Creature — Bear,{2}{G},['G'],4,2,,common,ktk,38bbf983-df71-4403-86f3-2e86aa8765b8
Ambuscade,Instant,{2}{G},['G'],,,Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to target creature an opponent controls.,common,2x2,4df71162-7e8f-47c5-aff4-59d82d8c674d
Arborback Stomper,Creature — Beast,{3}{G}{G},['G'],5,4,"Trample
When Arborback Stomper enters, you gain 5 life.",uncommon,kld,788b9d55-6679-4fcc-a3af-11d31e477421
Archers of Qarsi,Creature — Snake Archer,{3}{G},['G'],5,2,"Defender
Reach (This creature can block creatures with flying.)",common,frf,0fcf0074-162a-4cc0-9726-8672a0261307
Archweaver,Creature — Spider,{5}{G}{G},['G'],5,5,"Reach, trample",uncommon,rtr,f99dc8ff-932c-4d56-9253-99ce9e145306
Armored Wolf-Rider,Creature — Elf Knight,{3}{G}{W},"['G', 'W']",4,6,,common,dgm,e43d959f-6055-4578-a69a-0ec93e993e21
Axebane Stag,Creature — Elk,{6}{G},['G'],6,7,,common,rtr,bfce7c02-ccc3-44cd-8087-627eaa6a072e
Backwoods Survivalists,Creature — Human Warrior,{3}{G},['G'],4,3,Delirium — Backwoods Survivalists gets +1/+1 and has trample as long as there are four or more card types among cards in your graveyard.,common,emn,4a3a65be-0ca1-437f-aafe-d96e8fe428ad
Brindle Boar,Creature — Boar,{2}{G},['G'],2,2,Sacrifice Brindle Boar: You gain 4 life.,common,m14,a30b4a78-afdd-4067-810e-1fa0ddf8fb0e
Bird Admirer // Wing Shredder,Creature — Human Archer Werewolf // Creature — Werewolf,,,,,,common,mid,71ccc444-54c8-4f7c-a425-82bc3eea1eb0
Broken Wings,Instant,{2}{G},['G'],,,"Destroy target artifact, enchantment, or creature with flying.",common,blc,bb9136d4-cacd-4e51-a2e8-aaf96d7a546d
Borderland Ranger,Creature — Human Scout Ranger,{2}{G},['G'],2,2,"When Borderland Ranger enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.",common,m10,bdd0f8c8-1a1f-4d9b-a6e1-3654f3995012
Burst of Strength,Instant,{G},['G'],,,Put a +1/+1 counter on target creature and untap it.,common,gtc,d1cbd617-9f2e-4882-b8f0-dfc2fced2281
Blossoming Tortoise,Creature — Turtle,{2}{G}{G},['G'],3,3,"Whenever Blossoming Tortoise enters or attacks, mill three cards, then return a land card from your graveyard to the battlefield tapped.
Activated abilities of lands you control cost {1} less to activate.
Land creatures you control get +1/+1.",mythic,woe,7811a45d-6bfb-4c2a-b5a2-cccbd8cff186
Caller of the Pack,Creature — Beast,{5}{G}{G},['G'],8,6,"Trample
Myriad (Whenever this creature attacks, for each opponent other than defending player, you may create a token copy that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)",uncommon,cma,08620dc9-3a83-4d09-a6d4-b25a7d0ac644
Carnage Wurm,Creature — Wurm,{6}{G},['G'],6,6,"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters with three +1/+1 counters on it.)
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",uncommon,m12,c086eb41-3524-4815-97c9-761ba86a30b2
Chance-Met Elves,Creature — Elf Warrior,{2}{G},['G'],3,2,"Whenever you scry, put a +1/+1 counter on Chance-Met Elves. This ability triggers only once each turn.",common,ltr,0aa57431-39e2-4152-8a30-1c1e8faef153
Charging Badger,Creature — Badger,{G},['G'],1,1,Trample,common,bng,5d88ad54-43fc-45e0-8e00-db6be0c021ea
Chronicler of Heroes,Creature — Centaur Wizard,{1}{G}{W},"['G', 'W']",3,3,"When Chronicler of Heroes enters, draw a card if you control a creature with a +1/+1 counter on it.",common,2x2,76a60ba3-208c-41c9-a40a-46d3586acdfd
Citadel Castellan,Creature — Human Knight,{1}{G}{W},"['G', 'W']",2,3,"Vigilance (Attacking doesn't cause this creature to tap.)
Renown 2 (When this creature deals combat damage to a player, if it isn't renowned, put two +1/+1 counters on it and it becomes renowned.)",uncommon,ori,9aa11f30-f2b7-4279-9176-c336c74538bf
Clear Shot,Instant,{2}{G},['G'],,,Target creature you control gets +1/+1 until end of turn. It deals damage equal to its power to target creature you don't control.,uncommon,mid,27476d9c-006d-4227-a5f2-49c7234b84a1
Commencement of Festivities,Instant,{1}{G},['G'],,,Prevent all combat damage that would be dealt to players this turn.,common,kld,f1724602-2ae1-40a4-aeb0-51a483a6948c
Confront the Unknown,Instant,{G},['G'],,,"Investigate, then target creature gets +1/+1 until end of turn for each Clue you control. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,soi,c59557c3-aba2-4f80-8f37-accb7b991cb9
Colossal Dreadmaw,Creature — Dinosaur,{4}{G}{G},['G'],6,6,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),common,m21,8059c52b-5d25-4052-b48a-e9e219a7a546
Colossodon Yearling,Creature — Beast,{2}{G},['G'],2,4,,common,dtk,f2c60e63-0b86-4100-a932-bb9e9b197610
Crash the Ramparts,Instant,{2}{G},['G'],,,Target creature gets +3/+3 and gains trample until end of turn.,common,xln,20b52d17-7efb-4c6e-9e6a-4763d1ef1daa
Crushing Canopy,Instant,{2}{G},['G'],,,"Choose one —
• Destroy target creature with flying.
• Destroy target enchantment.",common,grn,c0c4f213-0ea4-44c0-8429-172a317b77f5
Crushing Vines,Instant,{2}{G},['G'],,,"Choose one —
• Destroy target creature with flying.
• Destroy target artifact.",common,cmr,b7adf3cb-2834-49fc-bdd0-9b939a20915c
Culling Mark,Sorcery,{2}{G},['G'],,,Target creature blocks this turn if able.,common,bng,d4c45eda-9f00-4b40-b91d-0ed00151923c
Cache Grab,Instant,{1}{G},['G'],,,"Mill four cards. You may put a permanent card from among the cards milled this way into your hand. If you control a Squirrel or returned a Squirrel card to your hand this way, create a Food token. (To mill four cards, put the top four cards of your library into your graveyard. A Food token is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",common,blb,dfd977dc-a7c3-4d0a-aca7-b25bd154e963
Colossal Skyturtle,Enchantment Creature — Turtle,{4}{G}{G}{U},"['G', 'U']",6,5,"Flying, ward {2}
Channel — {2}{G}, Discard Colossal Skyturtle: Return target card from your graveyard to your hand.
Channel — {1}{U}, Discard Colossal Skyturtle: Return target creature to its owner's hand.",uncommon,neo,f40bd797-4d12-4098-a1a8-d7e5b7b82ac9
Death-Hood Cobra,Creature — Phyrexian Snake,{1}{G},['G'],2,2,"{1}{G}: Death-Hood Cobra gains reach until end of turn.
{1}{G}: Death-Hood Cobra gains deathtouch until end of turn.",common,2xm,def88ab5-1b82-46f5-a136-ee1addff4214
Deathgorge Scavenger,Creature — Dinosaur,{2}{G},['G'],3,2,"Whenever Deathgorge Scavenger enters or attacks, you may exile target card from a graveyard. If a creature card is exiled this way, you gain 2 life. If a noncreature card is exiled this way, Deathgorge Scavenger gets +1/+1 until end of turn.",rare,lcc,c175e50f-3858-43d7-8d4b-359ece106ccf
Devkarin Dissident,Creature — Elf Warrior,{1}{G},['G'],2,2,{4}{G}: Devkarin Dissident gets +2/+2 until end of turn.,common,grn,490cd287-5f09-442f-9150-4a6ac2cf3e2e
Tireless Hauler // Dire-Strain Brawler,Creature — Human Werewolf // Creature — Werewolf,,,,,,common,mid,3e96f9a6-c215-42b1-aa02-8e6143fe5bd7
Disciple of the Old Ways,Creature — Human Warrior,{1}{G},['G'],2,2,{R}: Disciple of the Old Ways gains first strike until end of turn.,common,gtc,3c62b3ee-db2b-45c3-87d5-5d917ea4baeb
Dragon-Scarred Bear,Creature — Bear,{2}{G},['G'],3,2,Formidable — {1}{G}: Regenerate Dragon-Scarred Bear. Activate only if creatures you control have total power 8 or greater.,common,dtk,689a6390-894a-4d31-87c2-f9cec3b187a7
Druid of the Cowl,Creature — Elf Druid,{1}{G},['G'],1,3,{T}: Add {G}.,common,m19,76ceff1d-9e83-41cc-b54b-8bf90d985da9
Emergent Growth,Sorcery,{3}{G},['G'],,,Target creature gets +5/+5 until end of turn and must be blocked this turn if able.,uncommon,xln,8e396762-fe76-4b2d-b571-373ab2c240ad
Emrakul's Influence,Enchantment,{2}{G}{G},['G'],,,"Whenever you cast an Eldrazi creature spell with mana value 7 or greater, draw two cards.",uncommon,emn,112476e7-72ab-4ebc-9e6e-e96fbf5109c0
Elemental Uprising,Instant,{1}{G},['G'],,,Target land you control becomes a 4/4 Elemental creature with haste until end of turn. It's still a land. It must be blocked this turn if able.,common,ogw,e194b283-a7d2-4c0a-9ee2-8689a8e911b9
Elven Farsight,Sorcery,{G},['G'],,,"Scry 3, then you may reveal the top card of your library. If it's a creature card, draw a card.",common,ltr,73d135b2-d2b8-499c-84d9-824370c19ccc
Elvish Aberration,Creature — Elf Mutant,{5}{G},['G'],4,5,"{T}: Add {G}{G}{G}.
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",common,dmr,cfd91d0d-bc6c-41a1-aecf-d31465717182
Elvish Visionary,Creature — Elf Shaman,{1}{G},['G'],1,1,"When Elvish Visionary enters, draw a card.",common,cmr,a2f174e6-9532-4fc3-815b-2dc3966c6523
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,f791876a-f3fb-45b8-90a9-af846d8b8f74
Fleetfeather Cockatrice,Creature — Cockatrice,{3}{G}{U},"['G', 'U']",3,3,"Flash (You may cast this spell any time you could cast an instant.)
Flying, deathtouch
{5}{G}{U}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)",uncommon,jou,1139236e-5d71-4fc1-937d-ba1efadee031
Feral Krushok,Creature — Beast,{4}{G},['G'],5,4,,common,frf,5041996b-c265-4c4f-a52c-dfe29b2e282d
Fertile Ground,Enchantment — Aura,{1}{G},['G'],,,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.",common,woc,70f6d44d-f205-4116-87aa-3c57d38684aa
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,m14,10b3dce8-9c28-41f6-823f-a7d64dd9e33a
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,m21,a4df3e89-610c-4f42-a93a-e694342307cc
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,m21,3279314f-d639-4489-b2ab-3621bb3ca64b
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,m21,d4558304-7c17-4aa0-bd50-cdd95547f1a7
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,ltr,07264de1-4322-4adb-8f08-c0aa236747c7
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,208014f4-eed8-4856-a9d9-dbac10c4aa6a
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,f791876a-f3fb-45b8-90a9-af846d8b8f74
Garruk's Packleader,Creature — Beast,{4}{G},['G'],4,4,"Whenever another creature you control with power 3 or greater enters, you may draw a card.",uncommon,blc,109dee37-5de5-40fa-9405-8645be6c5076
Galadhrim Guide,Creature — Elf Scout,{3}{G},['G'],3,4,"When Galadhrim Guide enters, scry 2.",common,ltr,f4603f59-f899-4caf-a874-bf234d2045fb
Generous Stray,Creature — Cat,{2}{G},['G'],1,2,"When Generous Stray enters, draw a card.",common,grn,3289db66-231f-4370-aca6-644d75bee293
Gilt-Leaf Seer,Creature — Elf Shaman,{2}{G},['G'],2,2,"{G}, {T}: Look at the top two cards of your library, then put them back in any order.",common,ddr,b437bab9-2279-4160-85fd-d29c7a35ca2c
"Gimbal, Gremlin Prodigy",Legendary Creature — Gremlin Artificer,{2}{G}{U}{R},"['G', 'R', 'U']",4,4,"Artifact creatures you control have trample.
At the beginning of your end step, create a 0/0 red Gremlin artifact creature token. Put X +1/+1 counters on it, where X is the number of differently named artifact tokens you control.",mythic,moc,4a9aa899-752b-4106-89ba-9475ee777d41
Glade Watcher,Creature — Elemental,{1}{G},['G'],3,3,"Defender
Formidable — {G}: Glade Watcher can attack this turn as though it didn't have defender. Activate only if creatures you control have total power 8 or greater.",common,dtk,02c9c6d9-e715-4b70-a10e-8bc5a4e9e938
Gladecover Scout,Creature — Elf Scout,{G},['G'],1,1,Hexproof (This creature can't be the target of spells or abilities your opponents control.),common,m14,e112d77d-f019-4709-b31a-b02952df0e35
"Glorfindel, Dauntless Rescuer",Legendary Creature — Elf Noble,{2}{G},['G'],3,2,"Whenever you scry, choose one and Glorfindel, Dauntless Rescuer gets +1/+1 until end of turn.
• Glorfindel must be blocked this turn if able.
• Glorfindel can't be blocked by more than one creature each combat this turn.",uncommon,ltr,baf7a546-8a8b-4396-ab64-9a5b9abffe79
Gnarlid Colony,Creature — Beast,{1}{G},['G'],2,2,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
If Gnarlid Colony was kicked, it enters with two +1/+1 counters on it.
Each creature you control with a +1/+1 counter on it has trample.",common,znr,7327289d-eed8-44b1-8495-7172e2b49d5f
Gnottvold Recluse,Creature — Spider,{2}{G},['G'],4,2,Reach,common,khm,af46c8c8-5dfa-4ebb-b0b9-cd25d01dd432
Gobbling Ooze,Creature — Ooze,{4}{G},['G'],3,3,"{G}, Sacrifice another creature: Put a +1/+1 counter on Gobbling Ooze.",uncommon,rtr,465d8a63-0ced-4aec-be34-2098b72c8af6
Greenwood Sentinel,Creature — Elf Scout,{1}{G},['G'],2,2,Vigilance (Attacking doesn't cause this creature to tap.),common,m20,e9a1a70d-c146-453e-84c4-71cae4e0afaa
Great Oak Guardian,Creature — Treefolk,{5}{G},['G'],4,5,"Flash (You may cast this spell any time you could cast an instant.)
Reach
When Great Oak Guardian enters, creatures target player controls get +2/+2 until end of turn. Untap them.",uncommon,c19,65d36326-897e-4207-909a-8d1323d6c8e7
Grizzled Outrider,Creature — Elf Warrior,{4}{G},['G'],5,5,,common,khm,4a1d4473-5317-4bdd-9cb9-93670acf52e9
Guardian Shield-Bearer,Creature — Human Soldier,{1}{G},['G'],2,1,"Megamorph {3}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Guardian Shield-Bearer is turned face up, put a +1/+1 counter on another target creature you control.",common,dtk,dcbd7958-29a0-4f59-9648-eabe0fbfb4f9
Healing Leaves,Instant,{G},['G'],,,"Choose one —
• Target player gains 3 life.
• Prevent the next 3 damage that would be dealt to any target this turn.",common,plc,d6f58258-a1bd-4364-954e-c39938f7dab2
Hidden Herbalists,Creature — Human Druid,{1}{G},['G'],2,2,"Revolt — When Hidden Herbalists enters, if a permanent you controlled left the battlefield this turn, add {G}{G}.",uncommon,aer,9ec8db01-415e-42a1-8eb2-57280d58b38e
Highspire Artisan,Creature — Elf Artificer,{2}{G},['G'],0,3,"Reach (This creature can block creatures with flying.)
Fabricate 1 (When this creature enters, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)",common,kld,72a26cb0-655f-4bf8-899a-952d5bfe2b42
Hitchclaw Recluse,Creature — Spider,{2}{G},['G'],1,4,Reach,common,grn,fe349432-8726-49cf-ad07-6f8add8f78c8
Horncaller's Chant,Sorcery,{7}{G},['G'],,,"Create a 4/4 green Rhino creature token with trample, then populate. (Create a token that's a copy of a creature token you control.)",common,rvr,e344b19e-6965-43d9-8d0b-09d6422ffebd
Humbler of Mortals,Enchantment Creature — Elemental,{4}{G}{G},['G'],5,5,"Constellation — Whenever Humbler of Mortals or another enchantment you control enters, creatures you control gain trample until end of turn.",common,jou,f12149b9-b450-4ad6-ab5d-9a0eeb36997e
Hunt Down,Sorcery,{G},['G'],,,Target creature blocks target creature this turn if able.,common,lrw,cb783652-6450-4789-8ec1-b057b39c6a4b
Hunt the Weak,Sorcery,{3}{G},['G'],,,Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.),common,kld,f6acbe3e-cc60-4e17-97da-ac4c803e8a5a
Incremental Growth,Sorcery,{3}{G}{G},['G'],,,"Put a +1/+1 counter on target creature, two +1/+1 counters on another target creature, and three +1/+1 counters on a third target creature.",uncommon,ktk,bcc7d833-f71b-4ec4-aad1-07b7583bad64
Indrik Stomphowler,Creature — Beast,{4}{G},['G'],4,4,"When Indrik Stomphowler enters, destroy target artifact or enchantment.",uncommon,ncc,1fa77af1-96e1-445b-a935-a5eb4c23e954
Ivy Lane Denizen,Creature — Elf Warrior,{3}{G},['G'],2,3,"Whenever another green creature you control enters, put a +1/+1 counter on target creature.",common,clu,b6936a91-db5d-4977-a851-2dc6a4141ceb
Jolrael's Centaur,Creature — Centaur Archer,{1}{G}{G},['G'],2,2,"Shroud (This creature can't be the target of spells or abilities.)
Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",common,mir,31588ea3-31d2-4118-9b9f-4ce820c16a15
Kraul Foragers,Creature — Insect Scout,{4}{G},['G'],4,4,"Undergrowth — When Kraul Foragers enters, you gain 1 life for each creature card in your graveyard.",common,grn,b5ed4b08-8583-4ad4-b0ba-0463d367efc8
Kozilek's Predator,Creature — Eldrazi Drone,{3}{G},['G'],3,3,"When Kozilek's Predator enters, create two 0/1 colorless Eldrazi Spawn creature tokens. They have ""Sacrifice this creature: Add {C}.""",common,cmm,fa828bc7-0f5a-45de-9608-da42dda8f3f9
Larger Than Life,Sorcery,{1}{G},['G'],,,Target creature gets +4/+4 and gains trample until end of turn.,common,kld,3d0da994-d3e7-41b9-ae8f-6f1a3b779f23
Lead by Example,Instant,{1}{G},['G'],,,Support 2. (Put a +1/+1 counter on each of up to two target creatures.),common,bbd,3525b8f3-8b5b-4f1e-9b18-8e925cf45413
Leaf Gilder,Creature — Elf Druid,{1}{G},['G'],2,1,{T}: Add {G}.,common,ddu,e7d04e77-cbc4-40bf-a0f2-67312309a9cb
Lifecraft Awakening,Instant,{X}{G},['G'],,,"Put X +1/+1 counters on target artifact you control. If it isn't a creature or Vehicle, it becomes a 0/0 Construct artifact creature.",uncommon,aer,63bc60c8-f0a3-4bbf-b570-7d98d0a3e2b0
Loam Dryad,Creature — Dryad Horror,{G},['G'],1,2,"{T}, Tap an untapped creature you control: Add one mana of any color.",common,soi,61c9441d-18d9-4ec6-859e-e9a7893b54e3
Loam Larva,Creature — Insect,{1}{G},['G'],1,3,"When Loam Larva enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.",common,ogw,affa9314-0021-445e-9496-349254b16bf8
Lothlórien Lookout,Creature — Elf Scout,{1}{G},['G'],1,3,"Whenever Lothlórien Lookout attacks, scry 1.",common,ltr,4e3639c1-ebc3-4a0b-ab93-549e45aff0f7
Lurking Crocodile,Creature — Crocodile,{2}{G},['G'],2,2,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters with a +1/+1 counter on it.)
Islandwalk (This creature can't be blocked as long as defending player controls an Island.)",common,m12,4cd7d075-031e-4766-89e9-03a8a7197019
Lys Alana Huntmaster,Creature — Elf Warrior,{2}{G}{G},['G'],3,3,"Whenever you cast an Elf spell, you may create a 1/1 green Elf Warrior creature token.",common,khc,0849f67b-da5d-49f7-840f-f87f48518156
Scuttlegator,Creature — Crab Turtle Crocodile,{4}{G/U}{G/U},"['G', 'U']",6,6,"Defender
{6}{G/U}{G/U}: Adapt 3. (If this creature has no +1/+1 counters on it, put three +1/+1 counters on it.)
As long as Scuttlegator has a +1/+1 counter on it, it can attack as though it didn't have defender.",common,rna,d886fd9a-7800-41f1-b692-32a439b045da
Maze Behemoth,Creature — Elemental,{5}{G},['G'],5,4,"Trample
Multicolored creatures you control have trample.",common,dgm,0a7c9678-dea7-4219-bac0-9e1cef531f54
Mending Touch,Instant,{G},['G'],,,Regenerate target creature.,common,dgm,c042c7ee-0e74-4ca5-bbb9-2898b0576f0a
Meriadoc Brandybuck,Legendary Creature — Halfling Citizen,{1}{G},['G'],2,2,"Whenever one or more Halflings you control attack a player, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",uncommon,ltr,ff7cea33-4d46-450a-a54e-b8d70910eee8
Moldgraf Scavenger,Creature — Fungus,{1}{G},['G'],0,4,Delirium — Moldgraf Scavenger gets +3/+0 as long as there are four or more card types among cards in your graveyard.,common,soi,76755763-7c02-451f-b799-2106a3a4973b
Moritte of the Frost,Legendary Snow Creature — Shapeshifter,{2}{G}{U}{U},"['G', 'U']",0,0,"Changeling (This card is every creature type.)
You may have Moritte of the Frost enter as a copy of a permanent you control, except it's legendary and snow in addition to its other types and, if it's a creature, it enters with two additional +1/+1 counters on it and has changeling.",uncommon,khm,22fdbe71-abca-4e48-99b2-1cb6b35d930b
Mulch,Sorcery,{1}{G},['G'],,,Reveal the top four cards of your library. Put all land cards revealed this way into your hand and the rest into your graveyard.,common,cma,31782426-4128-47af-8922-0207a3233885
Murasa Ranger,Creature — Human Warrior Ranger,{3}{G},['G'],3,3,"Landfall — Whenever a land you control enters, you may pay {3}{G}. If you do, put two +1/+1 counters on Murasa Ranger.",uncommon,bfz,c4a3c02b-b576-4099-9016-15449f93bb09
Nath's Elite,Creature — Elf Warrior,{4}{G},['G'],4,2,"All creatures able to block Nath's Elite do so.
When Nath's Elite enters, clash with an opponent. If you win, put a +1/+1 counter on Nath's Elite. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)",common,lrw,f2a2b029-02ba-46b0-88a2-99025727cc56
Natural Obsolescence,Instant,{1}{G},['G'],,,Put target artifact on the bottom of its owner's library.,common,aer,ff693e03-4cc6-4903-8fc4-388d23c2f92f
Natural State,Instant,{G},['G'],,,Destroy target artifact or enchantment with mana value 3 or less.,common,ogw,fdd4bdd5-1673-4f22-b593-41df8ce95a97
Naturalize,Instant,{1}{G},['G'],,,Destroy target artifact or enchantment.,common,m15,59a232db-4ee3-4e9a-bd97-722106f7a7b6
Naturalize,Instant,{1}{G},['G'],,,Destroy target artifact or enchantment.,common,ddu,3b4465b8-0988-4efd-8b33-cc471909a773
Nature's Panoply,Instant,{G},['G'],,,"Strive — This spell costs {2}{G} more to cast for each target beyond the first.
Choose any number of target creatures. Put a +1/+1 counter on each of them.",common,jou,32177b9c-eef3-4eea-b623-74bfea1afad6
Netcaster Spider,Creature — Spider,{2}{G},['G'],2,3,"Reach (This creature can block creatures with flying.)
Whenever Netcaster Spider blocks a creature with flying, Netcaster Spider gets +2/+0 until end of turn.",common,ogw,456de8f8-f5dc-44fb-81b1-ca653c32be8e
Nylea's Emissary,Enchantment Creature — Cat,{3}{G},['G'],3,3,"Bestow {5}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Trample
Enchanted creature gets +3/+3 and has trample.",uncommon,ths,2f133775-09b3-4df4-a97f-0df75809b724
Nyxborn Wolf,Enchantment Creature — Wolf,{2}{G},['G'],3,1,"Bestow {4}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Enchanted creature gets +3/+1.",common,bng,91a78895-5e09-46a5-8a74-a07f0befc4e5
Kappa Tech-Wrecker,Creature — Turtle Ninja,{1}{G},['G'],1,3,"Ninjutsu {1}{G}
Kappa Tech-Wrecker enters with a deathtouch counter on it.
Whenever Kappa Tech-Wrecker deals combat damage to a player, you may remove a deathtouch counter from it. When you do, exile target artifact or enchantment that player controls.",uncommon,neo,d3a7bc69-4500-4e7e-94e4-67b85597bd82
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,3a7a2a54-47e1-4694-b4f6-b7d659bb2b1f
Oakheart Dryads,Enchantment Creature — Nymph Dryad,{2}{G},['G'],2,3,"Constellation — Whenever Oakheart Dryads or another enchantment you control enters, target creature gets +1/+1 until end of turn.",common,jou,d8ef63b9-c021-40fe-910e-93c06d660c20
Oasis Ritualist,Creature — Snake Druid,{3}{G},['G'],2,4,"{T}: Add one mana of any color.
{T}, Exert Oasis Ritualist: Add two mana of any one color. (An exerted creature won't untap during your next untap step.)",common,hou,a30bb49b-956e-44bc-8a32-46d4c9c13245
Oath of Ajani,Legendary Enchantment,{G}{W},"['G', 'W']",,,"When Oath of Ajani enters, put a +1/+1 counter on each creature you control.
Planeswalker spells you cast cost {1} less to cast.",rare,aer,968c7d5a-b037-4ff7-b6d2-df00adf5691b
Old-Growth Dryads,Creature — Dryad,{G},['G'],3,3,"When Old-Growth Dryads enters, each opponent may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",rare,xln,06458882-94c8-4d92-a21c-955e9d70f0d4
Orchard Spirit,Creature — Spirit,{2}{G},['G'],2,2,Orchard Spirit can't be blocked except by creatures with flying or reach.,common,ori,1bd3077a-0446-4cf4-9a32-366b4c4085a3
Order of the Sacred Bell,Creature — Human Monk,{3}{G},['G'],4,3,,common,9ed,310500b2-8539-441e-af89-81ddfa8ef080
Ornamental Courage,Instant,{G},['G'],,,Untap target creature. It gets +1/+3 until end of turn.,common,kld,ec0c49ab-da04-4461-8440-d6c9086443c6
Phytoburst,Sorcery,{1}{G},['G'],,,Target creature gets +5/+5 until end of turn.,common,dgm,7507afc4-f504-4eb2-a86d-f99bc2860838
Pharika's Disciple,Creature — Centaur Warrior,{3}{G},['G'],2,3,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)",common,ori,f0b3d8f7-6a41-49ba-b111-d34a345394c0
Pestilent Wolf,Creature — Wolf,{1}{G},['G'],2,2,{2}{G}: Pestilent Wolf gains deathtouch until end of turn.,common,mid,e2686431-8d9c-4b9c-998f-38b5ae113d4a
Pheres-Band Thunderhoof,Creature — Centaur Warrior,{4}{G},['G'],3,4,"Heroic — Whenever you cast a spell that targets Pheres-Band Thunderhoof, put two +1/+1 counters on Pheres-Band Thunderhoof.",common,jou,a19a2e8e-9d8f-4537-838c-ac60e09d78bf
Pinion Feast,Instant,{4}{G},['G'],,,Destroy target creature with flying. Bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.),common,dtk,45d6df03-c3c3-42c3-85a4-6fccb0741592
Plummet,Instant,{1}{G},['G'],,,Destroy target creature with flying.,common,m19,78a29ddb-fc76-407a-aa58-ec92d011bd44
Prey Upon,Sorcery,{G},['G'],,,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),common,grn,16979827-4011-454a-9886-18326cfa3e77
Primal Huntbeast,Creature — Beast,{3}{G},['G'],3,3,Hexproof (This creature can't be the target of spells or abilities your opponents control.),common,bbd,56e027ec-430f-4c7d-9794-a431efa3693f
Pulse of Murasa,Instant,{2}{G},['G'],,,Return target creature or land card from a graveyard to its owner's hand. You gain 6 life.,uncommon,c21,a4b9f8f4-d704-4f16-8495-cf8185285859
Thunderous Snapper,Creature — Turtle Hydra,{G/U}{G/U}{G/U}{G/U},"['G', 'U']",4,4,"Whenever you cast a spell with mana value 5 or greater, draw a card.",uncommon,eld,9576d4f1-47bb-45e0-803c-93fa2cdacbe5
